Record Date,Country,Currency,Country - Currency Description,Exchange Rate,Effective Date,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2018-03-31,MONGOLIA,TUGRIK,MONGOLIA-TUGRIK,2393.84,2018-03-31,116,2018,2,2018,1,03,31
2018-03-31,MONTENEGRO,EURO,MONTENEGRO-EURO,0.811,2018-03-31,117,2018,2,2018,1,03,31
2018-03-31,MOROCCO,DIRHAM,MOROCCO-DIRHAM,9.198,2018-03-31,118,2018,2,2018,1,03,31
2018-03-31,MOZAMBIQUE,METICAL,MOZAMBIQUE-METICAL,61.63,2018-03-31,119,2018,2,2018,1,03,31
2018-03-31,NAMIBIA,DOLLAR,NAMIBIA-DOLLAR,11.823,2018-03-31,120,2018,2,2018,1,03,31
2018-03-31,NEPAL,RUPEE,NEPAL-RUPEE,103.95,2018-03-31,121,2018,2,2018,1,03,31
2018-03-31,NETHERLANDS,EURO,NETHERLANDS-EURO,0.811,2018-03-31,123,2018,2,2018,1,03,31
2018-03-31,NETHERLANDS ANTILLES,GUILDER,NETHERLANDS ANTILLES-GUILDER,1.78,2018-03-31,122,2018,2,2018,1,03,31
2018-03-31,NEW ZEALAND,DOLLAR,NEW ZEALAND-DOLLAR,1.381,2018-03-31,124,2018,2,2018,1,03,31
2018-03-31,NICARAGUA,CORDOBA,NICARAGUA-CORDOBA,31.0,2018-03-31,125,2018,2,2018,1,03,31
2018-03-31,NIGER,CFA FRANC,NIGER-CFA FRANC,529.3,2018-03-31,126,2018,2,2018,1,03,31
2018-03-31,NIGERIA,NAIRA,NIGERIA-NAIRA,359.0,2018-03-31,127,2018,2,2018,1,03,31
2018-03-31,NORWAY,KRONE,NORWAY-KRONE,7.83,2018-03-31,128,2018,2,2018,1,03,31
2018-03-31,OMAN,RIAL,OMAN-RIAL,0.385,2018-03-31,129,2018,2,2018,1,03,31
2018-03-31,PAKISTAN,RUPEE,PAKISTAN-RUPEE,115.42,2018-03-31,130,2018,2,2018,1,03,31
2018-03-31,PALAU,DOLLAR,PALAU-DOLLAR,1.0,2018-03-31,131,2018,2,2018,1,03,31
2018-03-31,PANAMA,BALBOA,PANAMA-BALBOA,1.0,2018-03-31,132,2018,2,2018,1,03,31
2018-03-31,PAPUA NEW GUINEA,KINA,PAPUA NEW GUINEA-KINA,3.175,2018-03-31,133,2018,2,2018,1,03,31
2018-03-31,PARAGUAY,GUARANI,PARAGUAY-GUARANI,5531.0,2018-03-31,134,2018,2,2018,1,03,31
2018-03-31,PERU,NUEVO SOL,PERU-NUEVO SOL,3.226,2018-03-31,135,2018,2,2018,1,03,31
2018-03-31,PHILIPPINES,PESO,PHILIPPINES-PESO,52.163,2018-03-31,136,2018,2,2018,1,03,31
2018-03-31,POLAND,ZLOTY,POLAND-ZLOTY,3.415,2018-03-31,137,2018,2,2018,1,03,31
2018-03-31,PORTUGAL,EURO,PORTUGAL-EURO,0.811,2018-03-31,138,2018,2,2018,1,03,31
2018-03-31,QATAR,RIYAL,QATAR-RIYAL,3.64,2018-03-31,139,2018,2,2018,1,03,31
2018-03-31,ROMANIA,LEU,ROMANIA-LEU,3.774,2018-03-31,140,2018,2,2018,1,03,31
2018-03-31,RUSSIA,RUBLE,RUSSIA-RUBLE,57.354,2018-03-31,141,2018,2,2018,1,03,31
2018-03-31,RWANDA,FRANC,RWANDA-FRANC,860.0,2018-03-31,142,2018,2,2018,1,03,31
2018-03-31,SAO TOME & PRINCIPE,DOBRAS,SAO TOME & PRINCIPE-DOBRAS,19762.055,2018-03-31,143,2018,2,2018,1,03,31
2018-03-31,SAUDI ARABIA,RIYAL,SAUDI ARABIA-RIYAL,3.75,2018-03-31,144,2018,2,2018,1,03,31
2018-03-31,SENEGAL,CFA FRANC,SENEGAL-CFA FRANC,529.3,2018-03-31,145,2018,2,2018,1,03,31
2018-03-31,SERBIA,DINAR,SERBIA-DINAR,96.08,2018-03-31,146,2018,2,2018,1,03,31
2018-03-31,SEYCHELLES,RUPEE,SEYCHELLES-RUPEE,13.46,2018-03-31,147,2018,2,2018,1,03,31
2018-03-31,SIERRA LEONE,LEONE,SIERRA LEONE-LEONE,7725.0,2018-03-31,148,2018,2,2018,1,03,31
2018-03-31,SINGAPORE,DOLLAR,SINGAPORE-DOLLAR,1.31,2018-03-31,149,2018,2,2018,1,03,31
2018-03-31,SLOVAK REPUBLIC,EURO,SLOVAK REPUBLIC-EURO,0.811,2018-03-31,150,2018,2,2018,1,03,31
2018-03-31,SLOVENIA,EURO,SLOVENIA-EURO,0.811,2018-03-31,151,2018,2,2018,1,03,31
2018-03-31,SOLOMON ISLANDS,DOLLAR,SOLOMON ISLANDS-DOLLAR,7.407,2018-03-31,152,2018,2,2018,1,03,31
2018-03-31,SOMALI,SHILLING,SOMALI-SHILLING,575.0,2018-03-31,153,2018,2,2018,1,03,31
2018-03-31,SOUTH AFRICA,RAND,SOUTH AFRICA-RAND,11.823,2018-03-31,154,2018,2,2018,1,03,31
2018-03-31,SOUTH SUDANESE,POUND,SOUTH SUDANESE-POUND,133.0,2018-03-31,155,2018,2,2018,1,03,31
2018-03-31,SPAIN,EURO,SPAIN-EURO,0.811,2018-03-31,156,2018,2,2018,1,03,31
2018-03-31,SRI LANKA,RUPEE,SRI LANKA-RUPEE,155.6,2018-03-31,157,2018,2,2018,1,03,31
2018-03-31,ST LUCIA,EC DOLLAR,ST LUCIA-EC DOLLAR,2.7,2018-03-31,158,2018,2,2018,1,03,31
2018-03-31,SUDAN,SUDANESE POUND,SUDAN-SUDANESE POUND,29.0,2018-03-31,159,2018,2,2018,1,03,31
2018-03-31,SURINAME,GUILDER,SURINAME-GUILDER,7.53,2018-03-31,160,2018,2,2018,1,03,31
2018-03-31,SWAZILAND,LILANGENI,SWAZILAND-LILANGENI,11.823,2018-03-31,161,2018,2,2018,1,03,31
2018-03-31,SWEDEN,KRONA,SWEDEN-KRONA,8.332,2018-03-31,162,2018,2,2018,1,03,31
2018-03-31,SWITZERLAND,FRANC,SWITZERLAND-FRANC,0.953,2018-03-31,163,2018,2,2018,1,03,31
2018-03-31,SYRIA,POUND,SYRIA-POUND,515.0,2018-03-31,164,2018,2,2018,1,03,31
2018-03-31,TAIWAN,DOLLAR,TAIWAN-DOLLAR,29.105,2018-03-31,165,2018,2,2018,1,03,31
2018-03-31,TAJIKISTAN,SOMONI,TAJIKISTAN-SOMONI,8.75,2018-03-31,166,2018,2,2018,1,03,31
2018-03-31,TANZANIA,SHILLING,TANZANIA-SHILLING,2253.0,2018-03-31,167,2018,2,2018,1,03,31
2018-03-31,THAILAND,BAHT,THAILAND-BAHT,31.19,2018-03-31,168,2018,2,2018,1,03,31
2018-03-31,TIMOR,LESTE DILI,TIMOR-LESTE DILI,1.0,2018-03-31,169,2018,2,2018,1,03,31
2018-03-31,TOGO,CFA FRANC,TOGO-CFA FRANC,529.3,2018-03-31,170,2018,2,2018,1,03,31
2018-03-31,TONGA,PA'ANGA,TONGA-PA'ANGA,2.105,2018-03-31,171,2018,2,2018,1,03,31
2018-03-31,TRINIDAD & TOBAGO,DOLLAR,TRINIDAD & TOBAGO-DOLLAR,6.719,2018-03-31,172,2018,2,2018,1,03,31
2018-03-31,TUNISIA,DINAR,TUNISIA-DINAR,2.393,2018-03-31,173,2018,2,2018,1,03,31
2018-03-31,TURKEY,LIRA,TURKEY-LIRA,3.942,2018-03-31,174,2018,2,2018,1,03,31
2018-03-31,TURKMENISTAN,MANAT,TURKMENISTAN-MANAT,3.491,2018-03-31,175,2018,2,2018,1,03,31
2018-03-31,UGANDA,SHILLING,UGANDA-SHILLING,3688.0,2018-03-31,176,2018,2,2018,1,03,31
2018-03-31,UKRAINE,HRYVNIA,UKRAINE-HRYVNIA,26.25,2018-03-31,177,2018,2,2018,1,03,31
2018-03-31,UNITED ARAB EMIRATES,DIRHAM,UNITED ARAB EMIRATES-DIRHAM,3.673,2018-03-31,178,2018,2,2018,1,03,31
2018-03-31,UNITED KINGDOM,POUND STERLING,UNITED KINGDOM-POUND STERLING,0.712,2018-03-31,179,2018,2,2018,1,03,31
2018-03-31,URUGUAY,PESO,URUGUAY-PESO,28.35,2018-03-31,180,2018,2,2018,1,03,31
2018-03-31,UZBEKISTAN,SOM,UZBEKISTAN-SOM,8100.0,2018-03-31,181,2018,2,2018,1,03,31
2018-03-31,VANUATU,VATU,VANUATU-VATU,105.38,2018-03-31,182,2018,2,2018,1,03,31
2018-03-31,VENEZUELA,BOLIVAR,VENEZUELA-BOLIVAR,49477.5,2018-03-31,183,2018,2,2018,1,03,31
2018-03-31,VIETNAM,DONG,VIETNAM-DONG,22793.0,2018-03-31,184,2018,2,2018,1,03,31
2018-03-31,WESTERN SAMOA,TALA,WESTERN SAMOA-TALA,2.437,2018-03-31,185,2018,2,2018,1,03,31
2018-03-31,YEMEN,RIAL,YEMEN-RIAL,455.0,2018-03-31,186,2018,2,2018,1,03,31
2018-03-31,ZAMBIA,KWACHA,ZAMBIA-KWACHA,5455.0,2018-03-31,187,2018,2,2018,1,03,31
2018-03-31,ZAMBIA,NEW KWACHA,ZAMBIA-NEW KWACHA,9.451,2018-03-31,188,2018,2,2018,1,03,31
2018-03-31,ZIMBABWE,DOLLAR,ZIMBABWE-DOLLAR,1.0,2018-03-31,189,2018,2,2018,1,03,31
2017-12-31,AFGHANISTAN,AFGHANI,AFGHANISTAN-AFGHANI,69.32,2017-12-31,1,2018,1,2017,4,12,31
2017-12-31,ALBANIA,LEK,ALBANIA-LEK,110.6,2017-12-31,2,2018,1,2017,4,12,31
2017-12-31,ALGERIA,DINAR,ALGERIA-DINAR,114.659,2017-12-31,3,2018,1,2017,4,12,31
2017-12-31,ANGOLA,KWANZA,ANGOLA-KWANZA,170.0,2017-12-31,4,2018,1,2017,4,12,31
2017-12-31,ANTIGUA,BARBUDA-E. CARIBBEAN DOLLAR,ANTIGUA-BARBUDA-E. CARIBBEAN DOLLAR,2.7,2017-12-31,5,2018,1,2017,4,12,31
2017-12-31,ARGENTINA,PESO,ARGENTINA-PESO,19.16,2017-12-31,6,2018,1,2017,4,12,31
2017-12-31,ARMENIA,DRAM,ARMENIA-DRAM,485.0,2017-12-31,7,2018,1,2017,4,12,31
2017-12-31,AUSTRALIA,DOLLAR,AUSTRALIA-DOLLAR,1.279,2017-12-31,8,2018,1,2017,4,12,31
2017-12-31,AUSTRIA,EURO,AUSTRIA-EURO,0.833,2017-12-31,9,2018,1,2017,4,12,31
2017-12-31,AZERBAIJAN,NEW MANAT,AZERBAIJAN-NEW MANAT,1.71,2017-12-31,10,2018,1,2017,4,12,31
2017-12-31,BAHAMAS,DOLLAR,BAHAMAS-DOLLAR,1.0,2017-12-31,11,2018,1,2017,4,12,31
2017-12-31,BAHRAIN,DINAR,BAHRAIN-DINAR,0.377,2017-12-31,12,2018,1,2017,4,12,31
2017-12-31,BANGLADESH,TAKA,BANGLADESH-TAKA,82.0,2017-12-31,13,2018,1,2017,4,12,31
2017-12-31,BARBADOS,DOLLAR,BARBADOS-DOLLAR,2.02,2017-12-31,14,2018,1,2017,4,12,31
2017-12-31,BELARUS,NEW RUBLE,BELARUS-NEW RUBLE,1.973,2017-12-31,15,2018,1,2017,4,12,31
2017-12-31,BELGIUM,EURO,BELGIUM-EURO,0.833,2017-12-31,16,2018,1,2017,4,12,31
2017-12-31,BELIZE,DOLLAR,BELIZE-DOLLAR,2.0,2017-12-31,17,2018,1,2017,4,12,31
2017-12-31,BENIN,CFA FRANC,BENIN-CFA FRANC,562.33,2017-12-31,18,2018,1,2017,4,12,31
2017-12-31,BERMUDA,DOLLAR,BERMUDA-DOLLAR,1.0,2017-12-31,19,2018,1,2017,4,12,31
2017-12-31,BOLIVIA,BOLIVIANO,BOLIVIA-BOLIVIANO,6.86,2017-12-31,20,2018,1,2017,4,12,31
2017-12-31,BOSNIA,HERCEGOVINA-MARKA,BOSNIA-HERCEGOVINA-MARKA,1.63,2017-12-31,21,2018,1,2017,4,12,31
2017-12-31,BOTSWANA,PULA,BOTSWANA-PULA,9.804,2017-12-31,22,2018,1,2017,4,12,31
2017-12-31,BRAZIL,REAL,BRAZIL-REAL,3.312,2017-12-31,23,2018,1,2017,4,12,31
2017-12-31,BRUNEI,DOLLAR,BRUNEI-DOLLAR,1.342,2017-12-31,24,2018,1,2017,4,12,31
2017-12-31,BULGARIA,LEV,BULGARIA-LEV,1.631,2017-12-31,25,2018,1,2017,4,12,31
2017-12-31,BURKINA FASO,CFA FRANC,BURKINA FASO-CFA FRANC,562.33,2017-12-31,26,2018,1,2017,4,12,31
2017-12-31,BURMA,MYANMAR-KYAT,BURMA-MYANMAR-KYAT,1354.0,2017-12-31,27,2018,1,2017,4,12,31
2017-12-31,BURUNDI,FRANC,BURUNDI-FRANC,1720.0,2017-12-31,28,2018,1,2017,4,12,31
2017-12-31,CAMBODIA (KHMER),RIEL,CAMBODIA (KHMER)-RIEL,4103.0,2017-12-31,29,2018,1,2017,4,12,31
2017-12-31,CAMEROON,CFA FRANC,CAMEROON-CFA FRANC,567.79,2017-12-31,30,2018,1,2017,4,12,31
2017-12-31,CANADA,DOLLAR,CANADA-DOLLAR,1.255,2017-12-31,31,2018,1,2017,4,12,31
2017-12-31,CAPE VERDE,ESCUDO,CAPE VERDE-ESCUDO,92.026,2017-12-31,32,2018,1,2017,4,12,31
2017-12-31,CAYMAN ISLANDS,DOLLAR,CAYMAN ISLANDS-DOLLAR,0.82,2017-12-31,33,2018,1,2017,4,12,31
2017-12-31,CENTRAL AFRICAN REPUBLIC,CFA FRANC,CENTRAL AFRICAN REPUBLIC-CFA FRANC,567.79,2017-12-31,34,2018,1,2017,4,12,31
2017-12-31,CHAD,CFA FRANC,CHAD-CFA FRANC,567.79,2017-12-31,35,2018,1,2017,4,12,31
2017-12-31,CHILE,PESO,CHILE-PESO,614.23,2017-12-31,36,2018,1,2017,4,12,31
2017-12-31,CHINA,RENMINBI,CHINA-RENMINBI,6.504,2017-12-31,37,2018,1,2017,4,12,31
2017-12-31,COLOMBIA,PESO,COLOMBIA-PESO,2981.79,2017-12-31,38,2018,1,2017,4,12,31
2017-12-31,COMOROS,FRANC,COMOROS-FRANC,411.0,2017-12-31,39,2018,1,2017,4,12,31
2017-12-31,CONGO,CFA FRANC,CONGO-CFA FRANC,567.79,2017-12-31,41,2018,1,2017,4,12,31
2017-12-31,"CONGO, DEM. REP",CONGOLESE FRANC,"CONGO, DEM. REP-CONGOLESE FRANC",1580.0,2017-12-31,40,2018,1,2017,4,12,31
2017-12-31,COSTA RICA,COLON,COSTA RICA-COLON,564.0,2017-12-31,42,2018,1,2017,4,12,31
2017-12-31,COTE D'IVOIRE,CFA FRANC,COTE D'IVOIRE-CFA FRANC,562.33,2017-12-31,43,2018,1,2017,4,12,31
2017-12-31,CROATIA,KUNA,CROATIA-KUNA,6.23,2017-12-31,44,2018,1,2017,4,12,31
2017-12-31,CUBA,PESO,CUBA-PESO,1.0,2017-12-31,45,2018,1,2017,4,12,31
2017-12-31,CYPRUS,EURO,CYPRUS-EURO,0.833,2017-12-31,46,2018,1,2017,4,12,31
2017-12-31,CZECH,KORUNA,CZECH-KORUNA,20.884,2017-12-31,47,2018,1,2017,4,12,31
2017-12-31,DENMARK,KRONE,DENMARK-KRONE,6.207,2017-12-31,48,2018,1,2017,4,12,31
2017-12-31,DJIBOUTI,FRANC,DJIBOUTI-FRANC,177.0,2017-12-31,49,2018,1,2017,4,12,31
2017-12-31,DOMINICAN REPUBLIC,PESO,DOMINICAN REPUBLIC-PESO,48.11,2017-12-31,50,2018,1,2017,4,12,31
2017-12-31,ECUADOR,DOLARES,ECUADOR-DOLARES,1.0,2017-12-31,51,2018,1,2017,4,12,31
2017-12-31,EGYPT,POUND,EGYPT-POUND,17.73,2017-12-31,52,2018,1,2017,4,12,31
2017-12-31,EL SALVADOR,DOLARES,EL SALVADOR-DOLARES,1.0,2017-12-31,53,2018,1,2017,4,12,31
2017-12-31,EQUATORIAL GUINEA,CFA FRANC,EQUATORIAL GUINEA-CFA FRANC,567.79,2017-12-31,54,2018,1,2017,4,12,31
2017-12-31,ERITREA,NAKFA,ERITREA-NAKFA,15.0,2017-12-31,55,2018,1,2017,4,12,31
2017-12-31,ESTONIA,EURO,ESTONIA-EURO,0.833,2017-12-31,56,2018,1,2017,4,12,31
2017-12-31,ETHIOPIA,BIRR,ETHIOPIA-BIRR,27.2,2017-12-31,57,2018,1,2017,4,12,31
2017-12-31,EURO ZONE,EURO,EURO ZONE-EURO,0.833,2017-12-31,58,2018,1,2017,4,12,31
2017-12-31,FIJI,DOLLAR,FIJI-DOLLAR,2.017,2017-12-31,59,2018,1,2017,4,12,31
2017-12-31,FINLAND,EURO,FINLAND-EURO,0.833,2017-12-31,60,2018,1,2017,4,12,31
2017-12-31,FRANCE,EURO,FRANCE-EURO,0.833,2017-12-31,61,2018,1,2017,4,12,31
2017-12-31,GABON,CFA FRANC,GABON-CFA FRANC,567.79,2017-12-31,62,2018,1,2017,4,12,31
2017-12-31,GAMBIA,DALASI,GAMBIA-DALASI,47.0,2017-12-31,63,2018,1,2017,4,12,31
2017-12-31,GEORGIA,LARI,GEORGIA-LARI,2.61,2017-12-31,64,2018,1,2017,4,12,31
2017-12-31,GERMANY FRG,EURO,GERMANY FRG-EURO,0.833,2017-12-31,65,2018,1,2017,4,12,31
2017-12-31,GHANA,CEDI,GHANA-CEDI,4.52,2017-12-31,66,2018,1,2017,4,12,31
2017-12-31,GREECE,EURO,GREECE-EURO,0.833,2017-12-31,67,2018,1,2017,4,12,31
2017-12-31,GRENADA,EAST CARIBBEAN DOLLAR,GRENADA-EAST CARIBBEAN DOLLAR,2.7,2017-12-31,68,2018,1,2017,4,12,31
2017-12-31,GUATEMALA,QUETZAL,GUATEMALA-QUETZAL,7.33,2017-12-31,69,2018,1,2017,4,12,31
2017-12-31,GUINEA,FRANC,GUINEA-FRANC,9004.0,2017-12-31,70,2018,1,2017,4,12,31
2017-12-31,GUINEA BISSAU,CFA FRANC,GUINEA BISSAU-CFA FRANC,562.33,2017-12-31,71,2018,1,2017,4,12,31
2017-12-31,GUYANA,DOLLAR,GUYANA-DOLLAR,215.0,2017-12-31,72,2018,1,2017,4,12,31
2017-12-31,HAITI,GOURDE,HAITI-GOURDE,62.95,2017-12-31,73,2018,1,2017,4,12,31
2017-12-31,HONDURAS,LEMPIRA,HONDURAS-LEMPIRA,23.5,2017-12-31,74,2018,1,2017,4,12,31
2017-12-31,HONG KONG,DOLLAR,HONG KONG-DOLLAR,7.815,2017-12-31,75,2018,1,2017,4,12,31
2017-12-31,HUNGARY,FORINT,HUNGARY-FORINT,258.45,2017-12-31,76,2018,1,2017,4,12,31
2017-12-31,ICELAND,KRONA,ICELAND-KRONA,104.09,2017-12-31,77,2018,1,2017,4,12,31
2017-12-31,INDIA,RUPEE,INDIA-RUPEE,63.75,2017-12-31,78,2018,1,2017,4,12,31
2017-12-31,INDONESIA,RUPIAH,INDONESIA-RUPIAH,13490.0,2017-12-31,79,2018,1,2017,4,12,31
2017-12-31,IRAN,RIAL,IRAN-RIAL,36057.0,2017-12-31,80,2018,1,2017,4,12,31
2017-12-31,IRAQ,DINAR,IRAQ-DINAR,1166.0,2017-12-31,81,2018,1,2017,4,12,31
2017-12-31,IRELAND,EURO,IRELAND-EURO,0.833,2017-12-31,82,2018,1,2017,4,12,31
2017-12-31,ISRAEL,SHEKEL,ISRAEL-SHEKEL,3.471,2017-12-31,83,2018,1,2017,4,12,31
2017-12-31,ITALY,EURO,ITALY-EURO,0.833,2017-12-31,84,2018,1,2017,4,12,31
2017-12-31,JAMAICA,DOLLAR,JAMAICA-DOLLAR,128.0,2017-12-31,85,2018,1,2017,4,12,31
2017-12-31,JAPAN,YEN,JAPAN-YEN,112.55,2017-12-31,86,2018,1,2017,4,12,31
2017-12-31,JERUSALEM,SHEKEL,JERUSALEM-SHEKEL,3.471,2017-12-31,87,2018,1,2017,4,12,31
2017-12-31,JORDAN,DINAR,JORDAN-DINAR,0.708,2017-12-31,88,2018,1,2017,4,12,31
2017-12-31,KAZAKHSTAN,TENGE,KAZAKHSTAN-TENGE,331.31,2017-12-31,89,2018,1,2017,4,12,31
2017-12-31,KENYA,SHILLING,KENYA-SHILLING,103.2,2017-12-31,90,2018,1,2017,4,12,31
2017-12-31,KOREA,WON,KOREA-WON,1065.9301,2017-12-31,91,2018,1,2017,4,12,31
2017-12-31,KUWAIT,DINAR,KUWAIT-DINAR,0.301,2017-12-31,92,2018,1,2017,4,12,31
2017-12-31,KYRGYZSTAN,SOM,KYRGYZSTAN-SOM,69.0,2017-12-31,93,2018,1,2017,4,12,31
2017-12-31,LAOS,KIP,LAOS-KIP,8274.0,2017-12-31,94,2018,1,2017,4,12,31
2017-12-31,LATVIA,EURO,LATVIA-EURO,0.833,2017-12-31,95,2018,1,2017,4,12,31
2017-12-31,LEBANON,POUND,LEBANON-POUND,1500.0,2017-12-31,96,2018,1,2017,4,12,31
2017-12-31,LESOTHO,SOUTH AFRICAN RAND,LESOTHO-SOUTH AFRICAN RAND,12.316,2017-12-31,97,2018,1,2017,4,12,31
2017-12-31,LIBERIA,U.S. DOLLAR,LIBERIA-U.S. DOLLAR,125.17,2017-12-31,98,2018,1,2017,4,12,31
2017-12-31,LIBYA,DINAR,LIBYA-DINAR,1.357,2017-12-31,99,2018,1,2017,4,12,31
2017-12-31,LITHUANIA,EURO,LITHUANIA-EURO,0.833,2017-12-31,100,2018,1,2017,4,12,31
2017-12-31,LUXEMBOURG,EURO,LUXEMBOURG-EURO,0.833,2017-12-31,101,2018,1,2017,4,12,31
2017-12-31,MACAO,MOP,MACAO-MOP,8.0,2017-12-31,102,2018,1,2017,4,12,31
2017-12-31,MACEDONIA FYROM,DENAR(ARIARY),MACEDONIA FYROM-DENAR(ARIARY),51.07,2017-12-31,103,2018,1,2017,4,12,31
2017-12-31,MADAGASCAR,FRANC,MADAGASCAR-FRANC,3235.6201,2017-12-31,104,2018,1,2017,4,12,31
2017-12-31,MALAWI,KWACHA,MALAWI-KWACHA,731.0,2017-12-31,105,2018,1,2017,4,12,31
2017-12-31,MALAYSIA,RINGGIT,MALAYSIA-RINGGIT,4.044,2017-12-31,106,2018,1,2017,4,12,31
2017-12-31,MALI,CFA FRANC,MALI-CFA FRANC,562.33,2017-12-31,107,2018,1,2017,4,12,31
2017-12-31,MALTA,EURO,MALTA-EURO,0.833,2017-12-31,108,2018,1,2017,4,12,31
2017-12-31,MARSHALLS ISLANDS,DOLLAR,MARSHALLS ISLANDS-DOLLAR,1.0,2017-12-31,109,2018,1,2017,4,12,31
2017-12-31,MARTINIQUE,EURO,MARTINIQUE-EURO,0.833,2017-12-31,110,2018,1,2017,4,12,31
2017-12-31,MAURITANIA,OUGUIYA,MAURITANIA-OUGUIYA,355.0,2017-12-31,111,2018,1,2017,4,12,31
2017-12-31,MAURITIUS,RUPEE,MAURITIUS-RUPEE,33.4,2017-12-31,112,2018,1,2017,4,12,31
2017-12-31,MEXICO,NEW PESO,MEXICO-NEW PESO,19.704,2017-12-31,113,2018,1,2017,4,12,31
2017-12-31,MICRONESIA,DOLLAR,MICRONESIA-DOLLAR,1.0,2017-12-31,114,2018,1,2017,4,12,31
2017-12-31,MOLDOVA,LEU,MOLDOVA-LEU,17.058,2017-12-31,115,2018,1,2017,4,12,31
2017-12-31,MONGOLIA,TUGRIK,MONGOLIA-TUGRIK,2427.3999,2017-12-31,116,2018,1,2017,4,12,31
2017-12-31,MONTENEGRO,EURO,MONTENEGRO-EURO,0.833,2017-12-31,117,2018,1,2017,4,12,31
2017-12-31,MOROCCO,DIRHAM,MOROCCO-DIRHAM,9.352,2017-12-31,118,2018,1,2017,4,12,31
2017-12-31,MOZAMBIQUE,METICAL,MOZAMBIQUE-METICAL,58.85,2017-12-31,119,2018,1,2017,4,12,31
2017-12-31,NAMIBIA,DOLLAR,NAMIBIA-DOLLAR,12.316,2017-12-31,120,2018,1,2017,4,12,31
2017-12-31,NEPAL,RUPEE,NEPAL-RUPEE,102.4,2017-12-31,121,2018,1,2017,4,12,31
2017-12-31,NETHERLANDS,EURO,NETHERLANDS-EURO,0.833,2017-12-31,123,2018,1,2017,4,12,31
2017-12-31,NETHERLANDS ANTILLES,GUILDER,NETHERLANDS ANTILLES-GUILDER,1.78,2017-12-31,122,2018,1,2017,4,12,31
2017-12-31,NEW ZEALAND,DOLLAR,NEW ZEALAND-DOLLAR,1.405,2017-12-31,124,2018,1,2017,4,12,31
2017-12-31,NICARAGUA,CORDOBA,NICARAGUA-CORDOBA,30.6,2017-12-31,125,2018,1,2017,4,12,31
2017-12-31,NIGER,CFA FRANC,NIGER-CFA FRANC,562.33,2017-12-31,126,2018,1,2017,4,12,31
2017-12-31,NIGERIA,NAIRA,NIGERIA-NAIRA,359.0,2017-12-31,127,2018,1,2017,4,12,31
2017-12-31,NORWAY,KRONE,NORWAY-KRONE,8.196,2017-12-31,128,2018,1,2017,4,12,31
2017-12-31,OMAN,RIAL,OMAN-RIAL,0.385,2017-12-31,129,2018,1,2017,4,12,31
2017-12-31,PAKISTAN,RUPEE,PAKISTAN-RUPEE,110.4,2017-12-31,130,2018,1,2017,4,12,31
2017-12-31,PALAU,DOLLAR,PALAU-DOLLAR,1.0,2017-12-31,131,2018,1,2017,4,12,31
2017-12-31,PANAMA,BALBOA,PANAMA-BALBOA,1.0,2017-12-31,132,2018,1,2017,4,12,31
2017-12-31,PAPUA NEW GUINEA,KINA,PAPUA NEW GUINEA-KINA,3.135,2017-12-31,133,2018,1,2017,4,12,31
2017-12-31,PARAGUAY,GUARANI,PARAGUAY-GUARANI,5574.0,2017-12-31,134,2018,1,2017,4,12,31
2017-12-31,PERU,NUEVO SOL,PERU-NUEVO SOL,3.236,2017-12-31,135,2018,1,2017,4,12,31
2017-12-31,PHILIPPINES,PESO,PHILIPPINES-PESO,49.849,2017-12-31,136,2018,1,2017,4,12,31
2017-12-31,POLAND,ZLOTY,POLAND-ZLOTY,3.483,2017-12-31,137,2018,1,2017,4,12,31
2017-12-31,PORTUGAL,EURO,PORTUGAL-EURO,0.833,2017-12-31,138,2018,1,2017,4,12,31
2017-12-31,QATAR,RIYAL,QATAR-RIYAL,3.64,2017-12-31,139,2018,1,2017,4,12,31
2017-12-31,ROMANIA,LEU,ROMANIA-LEU,3.88,2017-12-31,140,2018,1,2017,4,12,31
2017-12-31,RUSSIA,RUBLE,RUSSIA-RUBLE,57.845,2017-12-31,141,2018,1,2017,4,12,31
2017-12-31,RWANDA,FRANC,RWANDA-FRANC,855.0,2017-12-31,142,2018,1,2017,4,12,31
2017-12-31,SAO TOME & PRINCIPE,DOBRAS,SAO TOME & PRINCIPE-DOBRAS,20597.2227,2017-12-31,143,2018,1,2017,4,12,31
2017-12-31,SAUDI ARABIA,RIYAL,SAUDI ARABIA-RIYAL,3.75,2017-12-31,144,2018,1,2017,4,12,31
2017-12-31,SENEGAL,CFA FRANC,SENEGAL-CFA FRANC,562.33,2017-12-31,145,2018,1,2017,4,12,31
2017-12-31,SERBIA,DINAR,SERBIA-DINAR,101.33,2017-12-31,146,2018,1,2017,4,12,31
2017-12-31,SEYCHELLES,RUPEE,SEYCHELLES-RUPEE,13.38,2017-12-31,147,2018,1,2017,4,12,31
2017-12-31,SIERRA LEONE,LEONE,SIERRA LEONE-LEONE,7645.0,2017-12-31,148,2018,1,2017,4,12,31
2017-12-31,SINGAPORE,DOLLAR,SINGAPORE-DOLLAR,1.336,2017-12-31,149,2018,1,2017,4,12,31
2017-12-31,SLOVAK REPUBLIC,EURO,SLOVAK REPUBLIC-EURO,0.833,2017-12-31,150,2018,1,2017,4,12,31
